S_no,Name,Image,Image path,date,Time,uuid
1,unknown,2.jpg,datasets/.2.jpg,2019-06-11,18:49:52,988542c8-8c4b-11e9-9742-509a4c1ed38c
2,unknown,2.jpg,datasets/.2.jpg,2019-06-11,18:49:52,988542c8-8c4b-11e9-9742-509a4c1ed38c
3,unknown,2.jpg,datasets/.2.jpg,2019-06-11,18:49:52,988542c8-8c4b-11e9-9742-509a4c1ed38c
4,unknown,2.jpg,datasets/.2.jpg,2019-06-11,18:49:52,988542c8-8c4b-11e9-9742-509a4c1ed38c
5,unknown,2.jpg,datasets/.2.jpg,2019-06-11,18:49:52,988542c8-8c4b-11e9-9742-509a4c1ed38c
